workflow_id,agent_name,agent_type,total_calls,total_tokens,total_cost_usd,avg_latency_ms,cost_per_call,tokens_per_call,percentage_of_total_cost,percentage_of_total_tokens,percentage_of_total_calls
d5fe5c3d-ca3a-4a90-9445-2a716e93f61e,cognitive_debate_loop,debate_loop,14,435694,0.067603,5824.479999999999,0.004828785714285714,31121.0,71.73797699393013,71.29002858512624,82.35294117647058
d5fe5c3d-ca3a-4a90-9445-2a716e93f61e,meta_debate_reflection,meta_analysis,1,56099,0.008503,4773.01,0.008503,56099.0,9.023090963113885,9.17914709313646,5.88235294117647
d5fe5c3d-ca3a-4a90-9445-2a716e93f61e,reasoning_quality_extractor,quality_analysis,1,58925,0.008927,4294.5,0.008927,58925.0,9.473025170847658,9.6415487346132,5.88235294117647
d5fe5c3d-ca3a-4a90-9445-2a716e93f61e,final_synthesis_processor,final_synthesis,1,60439,0.009203,6306.46,0.009203,60439.0,9.765906872108324,9.889275587124095,5.88235294117647
