file_path,timestamp,workflow_total_cost,workflow_total_tokens,blob_count,metadata_entries,size_reduction
logs/expSOC01/orka_trace_20250712_201756.json,20250712_201756,0.020385999999999998,126401,36,0,298877
logs/expSOC01/orka_trace_20250712_201853.json,20250712_201853,0.029017,184075,36,0,333485
logs/expSOC01/orka_trace_20250712_201954.json,20250712_201954,0.031332,199354,36,0,367183
logs/expSOC01/orka_trace_20250712_202043.json,20250712_202043,0.030701,194847,36,0,368154
