file_path,timestamp,loop_number,agent_type,blob_key,tokens,cost_usd,latency_ms
logs/expSOC01/orka_trace_20250712_201756.json,20250712_201756,0,radical_progressive,d9543875113cff1de137cd6b4d6d592d895d44b012ffdac13d15b6cd46e1b35e,27381,0.00429,6236.27
logs/expSOC01/orka_trace_20250712_201853.json,20250712_201853,0,radical_progressive,977d3128bd85650626b9f960e0e39d83add1d569e8e390fb913f57783788e425,35124,0.005468,7432.05
logs/expSOC01/orka_trace_20250712_201954.json,20250712_201954,0,radical_progressive,3bb7c66be33c5dd71b0d715d6c524318005e2dabdbdfa8c230b848fe9469ee52,38407,0.005945,17248.25
logs/expSOC01/orka_trace_20250712_202043.json,20250712_202043,0,radical_progressive,7b273873cf3baa843c87f6adbd981d8c1014ec11cdae6e47379277f87e3d7e91,38130,0.005895,6731.01
