file_path,timestamp,loop_number,agent_count,unique_agents,total_tokens,total_cost,avg_latency,models_used,agents_involved
logs/expSOC01/orka_trace_20250712_201756.json,20250712_201756,0,8,2,126401,0.020385999999999998,11120.87,gpt-4o-mini,ethical_purist | radical_progressive
logs/expSOC01/orka_trace_20250712_201853.json,20250712_201853,0,8,2,184075,0.029017,10207.26125,gpt-4o-mini,ethical_purist | radical_progressive
logs/expSOC01/orka_trace_20250712_201954.json,20250712_201954,0,8,2,199354,0.031332,10393.03375,gpt-4o-mini,ethical_purist | radical_progressive
logs/expSOC01/orka_trace_20250712_202043.json,20250712_202043,0,8,2,194847,0.030701,5942.785000000001,gpt-4o-mini,ethical_purist | radical_progressive
